id,text,timestamp,latitude,longitude,accuracy,heading,session_id
log-1774877897013-jklqr5,"Je bent thuis",2026-03-30T13:38:17.013Z,50.887914528362,4.2788028548218,145,90,1055f616-563f-472b-a3af-a3fc387c6742
